Name,ID,Has Block,Mod,Class
Ztones:tile.ztylBlock,1733,true,Ztones,com.riciJak.Ztones.item.block.ItemDecoBlocks2
compactkineticgenerators:BlockCkg,1734,true,compactkineticgenerators,com.lulan.compactkineticgenerators.block.ItemBlockCkg
GalacticraftCore:tile.landingPad,1735,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockLandingPad
GalacticraftCore:tile.landingPadFull,1736,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftCore:tile.unlitTorch,1737,true,GalacticraftCore,net.minecraft.item.ItemBlock
GalacticraftCore:tile.unlitTorchLit,1738,true,GalacticraftCore,net.minecraft.item.ItemBlock
GalacticraftCore:tile.breatheableAir,1739,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftCore:tile.brightAir,1740,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftCore:tile.brightBreathableAir,1741,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftCore:tile.oxygenCollector,1742,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftCore:tile.oxygenCompressor,1743,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockOxygenCompressor
GalacticraftCore:tile.distributor,1744,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftCore:tile.sealer,1745,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftCore:tile.oxygenDetector,1746,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftCore:tile.oxygenPipe,1747,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftCore:tile.refinery,1748,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftCore:tile.fuelLoader,1749,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftCore:tile.cargo,1750,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockCargoLoader
GalacticraftCore:tile.rocketWorkbench,1751,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftCore:tile.gcBlockCore,1752,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockBase
GalacticraftCore:tile.airLockFrame,1753,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockAirLock
GalacticraftCore:tile.airLockSeal,1754,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftCore:tile.enclosed,1755,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockEnclosed
GalacticraftCore:tile.spaceStationBase,1756,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftCore:tile.dummyblock,1757,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDummy
GalacticraftCore:tile.parachest,1758,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftCore:tile.solar,1759,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockSolar
GalacticraftCore:tile.dish,1760,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftCore:tile.machine,1761,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockMachine
GalacticraftCore:tile.machine2,1762,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockMachine
GalacticraftCore:tile.machineTiered,1763,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockMachine
GalacticraftCore:tile.aluminumWire,1764,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockAluminumWire
GalacticraftCore:tile.glowstoneTorch,1765,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftCore:tile.fallenMeteor,1766,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftCore:tile.moonBlock,1767,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockMoon
GalacticraftCore:tile.cheeseBlock,1768,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockCheese
GalacticraftCore:tile.spinThruster,1769,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockThruster
GalacticraftCore:tile.viewScreen,1770,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftCore:tile.telemetry,1771,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftCore:tile.arclamp,1772,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockArclamp
GalacticraftCore:tile.treasureChest,1773,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftCore:tile.tinStairs1,1774,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftCore:tile.tinStairs2,1775,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftCore:tile.moonStoneStairs,1776,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftCore:tile.moonBricksStairs,1777,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftCore:tile.wallGC,1778,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockWallGC
GalacticraftCore:slabGCHalf,1779,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockSlabGC
GalacticraftCore:slabGCDouble,1780,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockSlabGC
GalacticraftCore:tile.unlitTorch_Stone,1781,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftCore:tile.unlitTorchLit_Stone,1782,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftMars:tile.treasureT2,1783,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftMars:tile.treasureT3,1784,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftMars:tile.asteroidsBlock,1785,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemBlockAsteroids
GalacticraftMars:tile.walkway,1786,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemBlockWalkway
GalacticraftMars:tile.walkwayWire,1787,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemBlockWalkway
GalacticraftMars:tile.walkwayOxygenPipe,1788,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemBlockWalkway
GalacticraftMars:tile.beamReflector,1789,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftMars:tile.beamReceiver,1790,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftMars:tile.telepadShort,1791,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemBlockShortRangeTelepad
GalacticraftMars:tile.telepadFake,1792,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftMars:tile.denseIce,1793,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftMars:tile.minerBase,1794,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftMars:tile.minerBaseFull,1795,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftMars:tile.sludge,1796,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftMars:tile.mars,1797,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemBlockMars
GalacticraftMars:tile.cavernVines,1798,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftMars:tile.slimelingEgg,1799,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemBlockEgg
GalacticraftMars:tile.creeperEgg,1800,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
GalacticraftMars:tile.marsMachine,1801,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemBlockMachine
GalacticraftMars:tile.marsMachineT2,1802,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemBlockMachine
GalacticraftMars:tile.marsCobblestoneStairs,1803,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftMars:tile.marsDungeonBricksStairs,1804,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockGC
GalacticraftMars:tile.hydrogenPipe,1805,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBlockDesc
dreamcraft:tile.QuadrupleCompressedCoalCoke,1806,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.CompressedCoalCoke,1807,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.SandClayMix,1808,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.NaquadahPlatedReinforcedStone,1809,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.QuintupleCompressedCoalCoke,1810,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.Ledox,1811,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.SteelPlatedReinforcedStone,1812,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.CallistoColdIce,1813,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.PistonBlock,1814,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.TitaniumPlatedReinforcedStone,1815,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.QuadrupleCompressedCoal,1816,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.CompressedCoal,1817,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.Mytryl,1818,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.BloodyThaumium,1819,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.NeutroniumPlatedReinforcedStone,1820,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.BloodyIchorium,1821,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.MysteriousCrystal,1822,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.TripleCompressedCoal,1823,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.TripleCompressedCharcoal,1824,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.BronzePlatedReinforcedStone,1825,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.QuintupleCompressedCoal,1826,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.TripleCompressedCoalCoke,1827,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.QuintupleCompressedCharcoal,1828,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.TungstensteelPlatedReinforcedStone,1829,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.BloodyVoid,1830,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.BlackPlutonium,1831,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.DoubleCompressedCoal,1832,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.DoubleCompressedCharcoal,1833,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.CompressedGraphite,1834,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.Quantinum,1835,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.CompressedCharcoal,1836,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.DoubleCompressedCoalCoke,1837,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.QuadrupleCompressedCharcoal,1838,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.DiamondFrameBox,1839,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:tile.Charcoal,1840,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:dreamcraft_SodiumPotassium,1841,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:dreamcraft_NitricAcid,1842,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:dreamcraft_Ammonia,1843,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:dreamcraft_CompressedOxygen,1844,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:dreamcraft_EnrichedBacterialSludge,1845,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:dreamcraft_FermentedBacterialSludge,1846,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:dreamcraft_Concrete,1847,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:dreamcraft_CompressedNitrogen,1848,true,dreamcraft,net.minecraft.item.ItemBlock
dreamcraft:dreamcraft_Pollution,1849,true,dreamcraft,net.minecraft.item.ItemBlock
harvestcraft:cuttingboard,1850,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pot,1851,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:beehive,1852,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:apiary,1853,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:presser,1854,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:sink,1855,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:salt,1856,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:spamcompressedsaltBlockalt,1857,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:market,1858,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:oven,1859,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:ovenon,1860,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:churn,1861,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:churnon,1862,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:quern,1863,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:quernon,1864,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:fishtrap,1865,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:animaltrap,1866,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:berrygarden,1867,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:desertgarden,1868,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:grassgarden,1869,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:gourdgarden,1870,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:groundgarden,1871,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:herbgarden,1872,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:leafygarden,1873,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:mushroomgarden,1874,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:stalkgarden,1875,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:textilegarden,1876,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:tropicalgarden,1877,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:watergarden,1878,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamApple,1879,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamappleSapling,1880,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamAlmond,1881,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamalmondSapling,1882,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamApricot,1883,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamapricotSapling,1884,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamAvocado,1885,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamavocadoSapling,1886,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamBanana,1887,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambananaSapling,1888,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamCashew,1889,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcashewSapling,1890,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamCherry,1891,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcherrySapling,1892,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamChestnut,1893,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamchestnutSapling,1894,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamCinnamon,1895,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcinnamonSapling,1896,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamCoconut,1897,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcoconutSapling,1898,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamDate,1899,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamdateSapling,1900,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamDragonfruit,1901,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamdragonfruitSapling,1902,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamDurian,1903,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamdurianSapling,1904,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamFig,1905,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamfigSapling,1906,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamGrapefruit,1907,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgrapefruitSapling,1908,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamLemon,1909,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamlemonSapling,1910,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamLime,1911,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamlimeSapling,1912,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamMaple,1913,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pammapleSapling,1914,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamMango,1915,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pammangoSapling,1916,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamNutmeg,1917,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamnutmegSapling,1918,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamOlive,1919,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamoliveSapling,1920,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamOrange,1921,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamorangeSapling,1922,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPapaya,1923,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampapayaSapling,1924,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPaperbark,1925,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampaperbarkSapling,1926,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPeach,1927,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampeachSapling,1928,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPear,1929,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampearSapling,1930,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPecan,1931,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampecanSapling,1932,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPeppercorn,1933,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampeppercornSapling,1934,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPersimmon,1935,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampersimmonSapling,1936,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPistachio,1937,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampistachioSapling,1938,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPlum,1939,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamplumSapling,1940,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPomegranate,1941,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampomegranateSapling,1942,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamStarfruit,1943,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamstarfruitSapling,1944,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamVanillabean,1945,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamvanillabeanSapling,1946,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamWalnut,1947,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamwalnutSapling,1948,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamGooseberry,1949,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgooseberrySapling,1950,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamblackberryCrop,1951,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamblueberryCrop,1952,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleberryCrop,1953,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamraspberryCrop,1954,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamstrawberryCrop,1955,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcactusfruitCrop,1956,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamasparagusCrop,1957,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambarleyCrop,1958,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamoatsCrop,1959,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamryeCrop,1960,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcornCrop,1961,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambambooshootCrop,1962,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcantaloupeCrop,1963,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcucumberCrop,1964,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamwintersquashCrop,1965,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamzucchiniCrop,1966,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambeetCrop,1967,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamonionCrop,1968,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamparsnipCrop,1969,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampeanutCrop,1970,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamradishCrop,1971,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamrutabagaCrop,1972,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamsweetpotatoCrop,1973,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamturnipCrop,1974,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamrhubarbCrop,1975,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamceleryCrop,1976,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgarlicCrop,1977,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgingerCrop,1978,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamspiceleafCrop,1979,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamtealeafCrop,1980,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcoffeebeanCrop,1981,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pammustardseedsCrop,1982,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambroccoliCrop,1983,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcauliflowerCrop,1984,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamleekCrop,1985,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamlettuceCrop,1986,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamscallionCrop,1987,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamartichokeCrop,1988,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambrusselsproutCrop,1989,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcabbageCrop,1990,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamspinachCrop,1991,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamwhitemushroomCrop,1992,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambeanCrop,1993,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamsoybeanCrop,1994,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambellpepperCrop,1995,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamchilipepperCrop,1996,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pameggplantCrop,1997,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamokraCrop,1998,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampeasCrop,1999,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamtomatoCrop,2000,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcottonCrop,2001,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampineappleCrop,2002,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgrapeCrop,2003,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamkiwiCrop,2004,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcranberryCrop,2005,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamriceCrop,2006,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamseaweedCrop,2007,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcurryleafCrop,2008,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamsesameseedsCrop,2009,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamwaterchestnutCrop,2010,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco1,2011,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco2,2012,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco3,2013,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco4,2014,true,harvestcraft,net.minecraft.item.ItemBlock
